,ID,Type,Price,Lot Size,Currency,Time,Time2
481,482,Sell,1133.2549999999999,1.0,eurusd,08:05:52.136642,18:28:09.439000
482,483,Sell,1133.5049999999997,1.0,eurusd,08:05:52.711966,18:31:21.480000
483,484,Sell,1133.695,1.0,eurusd,08:05:53.352297,18:34:20.540000
484,485,Buy,1133.03,1.0,eurusd,08:05:55.632377,18:48:41.396000
485,486,Sell,1133.33,1.0,eurusd,08:05:56.187961,18:52:27.716000
486,487,Buy,1133.0249999999999,1.0,eurusd,08:05:57.312109,18:59:30.888000
487,488,Sell,1133.3249999999998,1.0,eurusd,08:05:57.864036,19:03:20.981000
488,489,Buy,1133.8400000000001,1.0,eurusd,08:06:02.163332,19:31:15.022000
489,490,Sell,1134.14,1.0,eurusd,08:06:02.698500,19:34:45.782000
490,491,Buy,1133.7350000000001,1.0,eurusd,08:06:03.796602,19:44:05.584000
491,492,Sell,1134.035,1.0,eurusd,08:06:04.343233,19:48:19.013000
492,493,Buy,1134.08,1.0,eurusd,08:06:05.399766,19:55:04.350000
493,494,Sell,1134.3799999999999,1.0,eurusd,08:06:05.937947,19:57:37.540000
494,495,Buy,1134.4050000000002,1.0,eurusd,08:06:08.078693,20:06:15.392000
495,496,Buy,1134.275,1.0,eurusd,08:06:08.622276,20:09:38.418000
496,497,Sell,1134.7050000000002,1.0,eurusd,08:06:08.629751,20:09:38.418000
497,498,Sell,1134.575,1.0,eurusd,08:06:09.192082,20:12:36.026000
498,499,Buy,1134.345,1.0,eurusd,08:06:09.733228,20:16:02.225000
499,500,Sell,1134.645,1.0,eurusd,08:06:10.301868,20:18:10.754000
500,501,Buy,1134.5149999999999,1.0,eurusd,08:06:10.893845,20:20:27.875000
501,502,Sell,1134.8149999999998,1.0,eurusd,08:06:11.459317,20:22:35.214000
502,503,Buy,1134.58,1.0,eurusd,08:06:12.573199,20:28:42.242000
503,504,Sell,1134.8799999999999,1.0,eurusd,08:06:13.132178,20:31:24.331000
504,505,Buy,1134.3600000000001,1.0,eurusd,08:06:18.629724,21:07:00.084000
505,506,Sell,1134.66,1.0,eurusd,08:06:19.173192,21:16:23.510000
506,507,Buy,1134.35,1.0,eurusd,08:06:19.721788,21:28:53.922000
507,508,Buy,1134.655,1.0,eurusd,08:06:20.270804,21:33:17.859000
508,509,Sell,1134.6499999999999,1.0,eurusd,08:06:20.278127,21:33:17.859000
509,510,Buy,1134.6750000000002,1.0,eurusd,08:06:20.822883,21:38:29.560000
510,511,Sell,1134.955,1.0,eurusd,08:06:20.830392,21:38:29.560000
511,512,Buy,1134.6699999999998,1.0,eurusd,08:06:21.378241,21:46:25.603000
512,513,Sell,1134.9750000000001,1.0,eurusd,08:06:21.385749,21:46:25.603000
513,514,Sell,1134.9699999999998,1.0,eurusd,08:06:21.964217,21:52:19.771000
514,515,Buy,1134.585,1.0,eurusd,08:06:23.671381,22:13:23.641000
515,516,Sell,1134.885,1.0,eurusd,08:06:24.244289,22:19:12.697000
516,517,Buy,1133.88,1.0,eurusd,08:06:25.341483,22:27:43.018000
517,518,Buy,1133.79,1.0,eurusd,08:06:25.942806,22:31:25.620000
518,519,Sell,1134.18,1.0,eurusd,08:06:25.951514,22:31:25.620000
519,520,Sell,1134.09,1.0,eurusd,08:06:26.588647,22:34:31.195000
520,521,Buy,1133.6249999999998,1.0,eurusd,08:06:27.141103,22:36:14.368000
521,522,Buy,1132.8899999999999,1.0,eurusd,08:06:27.796567,22:38:48.811000
522,523,Sell,1133.9249999999997,1.0,eurusd,08:06:27.804058,22:38:48.811000
523,524,Buy,1132.745,1.0,eurusd,08:06:28.400717,22:41:14.846000
524,525,Sell,1133.1899999999998,1.0,eurusd,08:06:28.408884,22:41:14.846000
525,526,Sell,1133.0449999999998,1.0,eurusd,08:06:28.973712,22:44:53.766000
526,527,Buy,1133.3,1.0,eurusd,08:06:29.593687,22:46:32.886000
527,528,Buy,1133.7549999999999,1.0,eurusd,08:06:30.178451,22:48:56.424000
528,529,Buy,1133.825,1.0,eurusd,08:06:30.788211,22:53:07.413000
529,530,Sell,1133.6,1.0,eurusd,08:06:31.369334,22:56:04.685000
530,531,Buy,1134.8349999999998,1.0,eurusd,08:06:31.954355,22:58:05.058000
531,532,Buy,1134.055,1.0,eurusd,08:06:32.526508,22:59:20.302000
532,533,Buy,1134.56,1.0,eurusd,08:06:33.113273,23:00:34.190000
533,534,Buy,1133.8,1.0,eurusd,08:06:33.698401,23:01:57.384000
534,535,Sell,1134.0549999999998,1.0,eurusd,08:06:33.705333,23:01:57.384000
535,536,Buy,1134.82,1.0,eurusd,08:06:35.491882,23:06:49.522000
536,537,Buy,1134.635,1.0,eurusd,08:06:36.048859,23:08:35.739000
537,538,Buy,1135.095,1.0,eurusd,08:06:36.599868,23:09:58.178000
538,539,Buy,1134.81,1.0,eurusd,08:06:37.149392,23:12:56.146000
539,540,Buy,1134.73,1.0,eurusd,08:06:37.741137,23:16:24.145000
540,541,Sell,1134.125,1.0,eurusd,08:06:38.848338,23:24:13.316000
541,542,Buy,1134.31,1.0,eurusd,08:06:39.404830,23:28:26.134000
542,543,Sell,1135.1349999999998,1.0,eurusd,08:06:39.953031,23:32:21.881000
543,544,Buy,1134.24,1.0,eurusd,08:06:40.517458,23:38:46.829000
544,545,Sell,1134.355,1.0,eurusd,08:06:40.527218,23:38:46.829000
545,546,Buy,1133.58,1.0,eurusd,08:06:41.117998,23:42:27.608000
546,547,Sell,1134.86,1.0,eurusd,08:06:41.126774,23:42:27.608000
547,548,Buy,1133.47,1.0,eurusd,08:06:41.816284,23:46:56.301000
548,549,Sell,1134.1,1.0,eurusd,08:06:41.824392,23:46:56.301000
549,550,Sell,1135.12,1.0,eurusd,08:06:42.407434,23:49:55.499000
550,551,Buy,1132.73,1.0,eurusd,08:06:42.992806,23:52:32.129000
551,552,Buy,1131.685,1.0,eurusd,08:06:43.546985,23:55:00.195000
552,553,Sell,1134.935,1.0,eurusd,08:06:43.554880,23:55:00.195000
553,554,Sell,1135.395,1.0,eurusd,08:06:44.117097,23:58:46.221000
554,555,Buy,1131.3,1.0,eurusd,08:06:44.647027,00:01:21.919000
555,556,Sell,1135.11,1.0,eurusd,08:06:44.654906,00:01:21.919000
556,557,Buy,1132.83,1.0,eurusd,08:06:45.219864,00:03:50.111000
557,558,Sell,1135.03,1.0,eurusd,08:06:45.227478,00:03:50.111000
558,559,Buy,1133.5600000000002,1.0,eurusd,08:06:45.757949,00:06:21.889000
559,560,Buy,1133.205,1.0,eurusd,08:06:46.340841,00:10:28.154000
560,561,Sell,1134.61,1.0,eurusd,08:06:46.348902,00:10:28.154000
561,562,Sell,1134.54,1.0,eurusd,08:06:46.929137,00:14:37.628000
562,563,Buy,1133.9899999999998,1.0,eurusd,08:06:47.493853,00:20:01.699000
563,564,Buy,1133.98,1.0,eurusd,08:06:48.060316,00:25:29.514000
564,565,Sell,1133.8799999999999,1.0,eurusd,08:06:48.067787,00:25:29.514000
565,566,Buy,1134.265,1.0,eurusd,08:06:48.595561,00:28:06.089000
